Date,Year,Month,Region,Route_Type,Business_Unit,Revenue,Cost,Passenger_Count,Load_Factor,Billing_Errors,Report_Run_Time_Minutes,Manual_Hours_Saved,Automation_Phase
2017-11-11,2017,11,North America,International,Cargo,2168122,1485023,61162,0.92,191,268,20,Before
2017-11-12,2017,11,North America,International,Passenger,2075020,1610718,59290,0.86,215,256,15,Before
2017-11-13,2017,11,Asia,International,Passenger,2224086,1632129,54420,0.82,208,280,15,Before
2017-11-14,2017,11,Asia,Domestic,Passenger,2319753,1768906,49748,0.81,162,277,5,Before
2017-11-15,2017,11,Europe,Domestic,Cargo,2247965,1461717,45247,0.81,204,299,7,Before
2017-11-16,2017,11,Asia,International,Passenger,2258178,1507341,51612,0.88,224,264,6,Before
2017-11-17,2017,11,North America,International,Cargo,2252010,1555243,55132,0.82,219,283,11,Before
2017-11-18,2017,11,Europe,Domestic,Cargo,2210885,1573145,50891,0.84,195,308,5,Before
2017-11-19,2017,11,Asia,Domestic,Passenger,1675149,1317269,52107,0.76,206,284,7,Before
2017-11-20,2017,11,North America,Domestic,Passenger,1642187,1131070,64311,0.91,203,284,12,Before
2017-11-21,2017,11,North America,International,Passenger,2218192,1508260,51464,0.82,235,280,17,Before
2017-11-22,2017,11,Europe,Domestic,Cargo,2747131,2122856,48633,0.78,212,299,20,Before
2017-11-23,2017,11,Europe,Domestic,Passenger,1948793,1461331,52715,0.85,172,304,14,Before
2017-11-24,2017,11,Europe,International,Cargo,2310174,1673003,57272,0.93,188,248,13,Before
2017-11-25,2017,11,Europe,International,Passenger,2126919,1445667,58697,0.84,170,241,24,Before
2017-11-26,2017,11,Europe,Domestic,Cargo,2247047,1581584,62360,0.91,225,270,24,Before
2017-11-27,2017,11,Asia,International,Cargo,2419216,1673786,51665,0.88,205,304,8,Before
2017-11-28,2017,11,North America,International,Cargo,2418151,1809539,66939,0.8,191,295,20,Before
2017-11-29,2017,11,North America,International,Cargo,1865902,1364949,47686,0.76,187,293,9,Before
2017-11-30,2017,11,Europe,International,Cargo,2483757,1861027,56079,0.82,187,298,19,Before
2017-12-01,2017,12,Asia,International,Passenger,2514992,1943320,44659,0.94,240,291,11,Before
2017-12-02,2017,12,North America,International,Passenger,2744895,2123345,49097,0.92,183,276,12,Before
2017-12-03,2017,12,Asia,International,Passenger,2778496,2176474,55100,0.9,201,270,19,Before
2017-12-04,2017,12,North America,Domestic,Passenger,2575356,1675567,59747,0.75,177,274,12,Before
2017-12-05,2017,12,North America,Domestic,Passenger,2627034,2047186,49173,0.85,167,266,9,Before
2017-12-06,2017,12,Asia,Domestic,Cargo,2643234,2114272,59966,0.81,184,270,13,Before
2017-12-07,2017,12,North America,Domestic,Cargo,2522562,1682362,57854,0.92,178,288,10,Before
2017-12-08,2017,12,Asia,International,Cargo,2526102,2016819,62374,0.76,194,235,20,Before
2017-12-09,2017,12,Asia,International,Cargo,2714754,2146848,55877,0.91,203,303,5,Before
2017-12-10,2017,12,Europe,International,Passenger,2655808,1829769,50667,0.8,237,303,14,Before
2017-12-11,2017,12,North America,Domestic,Cargo,2720531,1942316,58021,0.82,221,265,7,Before
2017-12-12,2017,12,Asia,International,Cargo,2372755,1626131,53660,0.94,208,294,21,Before
2017-12-13,2017,12,Europe,International,Passenger,2742584,1878986,58107,0.76,178,280,16,Before
2017-12-14,2017,12,North America,International,Cargo,2525529,1764029,59219,0.94,174,248,5,Before
2017-12-15,2017,12,Asia,Domestic,Passenger,2725225,2013131,45784,0.89,201,313,10,Before
2017-12-16,2017,12,Asia,Domestic,Cargo,2607515,1851825,44178,0.92,160,256,18,Before
2017-12-17,2017,12,North America,Domestic,Passenger,2596085,1973859,49089,0.95,171,308,23,Before
2017-12-18,2017,12,Asia,International,Cargo,2213447,1569169,55557,0.79,210,281,23,Before
2017-12-19,2017,12,North America,Domestic,Passenger,2285692,1779157,59751,0.84,189,269,7,Before
2017-12-20,2017,12,Europe,International,Passenger,2450113,1710798,57222,0.84,188,256,12,Before
2017-12-21,2017,12,Asia,International,Passenger,2777195,2192597,53544,0.83,219,279,20,Before
2017-12-22,2017,12,Europe,International,Cargo,2245127,1688526,67843,0.92,226,292,12,Before
2017-12-23,2017,12,Asia,International,Passenger,2762443,1951878,50803,0.93,204,291,16,Before
2017-12-24,2017,12,Asia,International,Cargo,2664992,1771769,64078,0.91,196,283,18,Before
2017-12-25,2017,12,Asia,Domestic,Passenger,2932918,2213504,48459,0.88,187,274,24,Before
2017-12-26,2017,12,Asia,Domestic,Passenger,2610471,1846671,50998,0.9,215,246,23,Before
2017-12-27,2017,12,North America,International,Cargo,2553141,1997412,52018,0.78,186,295,18,Before
2017-12-28,2017,12,Asia,Domestic,Cargo,2652089,1888411,58121,0.81,203,233,15,Before
2017-12-29,2017,12,Europe,Domestic,Cargo,2317222,1550151,58836,0.92,228,255,5,Before
2017-12-30,2017,12,Asia,International,Cargo,2466755,1756332,54724,0.86,231,271,11,Before
2017-12-31,2017,12,Europe,International,Passenger,2612791,1980935,64302,0.82,193,239,24,Before
2018-01-01,2018,1,Asia,Domestic,Passenger,2218854,1726696,63883,0.91,226,259,9,Before
2018-01-02,2018,1,Europe,Domestic,Passenger,2683696,2074835,56039,0.8,178,312,18,Before
2018-01-03,2018,1,Asia,Domestic,Passenger,2003375,1553383,52197,0.77,177,296,9,Before
2018-01-04,2018,1,Europe,Domestic,Passenger,2629834,1717698,61950,0.76,195,286,13,Before
2018-01-05,2018,1,North America,International,Passenger,2406405,1709202,61865,0.77,214,308,8,Before
2018-01-06,2018,1,Asia,International,Passenger,2449466,1807743,49860,0.84,189,294,8,Before
2018-01-07,2018,1,North America,Domestic,Cargo,2440157,1771226,50260,0.75,220,293,16,Before
2018-01-08,2018,1,North America,Domestic,Passenger,2571313,1788095,57000,0.84,194,245,18,Before
2018-01-09,2018,1,North America,International,Cargo,1896072,1363309,64171,0.75,189,245,20,Before
2018-01-10,2018,1,Asia,Domestic,Passenger,2041438,1610029,54976,0.85,196,280,19,Before
2018-01-11,2018,1,Asia,Domestic,Cargo,2454161,1699384,70514,0.76,199,284,24,Before
2018-01-12,2018,1,North America,Domestic,Cargo,2099124,1628401,52155,0.88,197,240,5,Before
2018-01-13,2018,1,Europe,International,Cargo,2271220,1710819,57110,0.78,186,300,13,Before
2018-01-14,2018,1,North America,Domestic,Cargo,2188483,1676229,59708,0.85,208,307,19,Before
2018-01-15,2018,1,Europe,Domestic,Passenger,2398073,1660425,57230,0.84,181,289,5,Before
2018-01-16,2018,1,Asia,Domestic,Passenger,2617678,1751076,63558,0.94,207,270,14,Before
2018-01-17,2018,1,Europe,International,Passenger,2510679,1714439,62131,0.84,226,291,24,Before
2018-01-18,2018,1,Asia,Domestic,Cargo,2385279,1732378,64202,0.81,181,300,5,Before
2018-01-19,2018,1,Europe,International,Cargo,2319732,1660408,63621,0.87,180,286,24,Before
2018-01-20,2018,1,Europe,International,Passenger,2522054,1782467,57778,0.9,198,261,18,Before
2018-01-21,2018,1,Europe,International,Cargo,2002593,1424713,58042,0.91,185,294,18,Before
2018-01-22,2018,1,Asia,International,Passenger,2232759,1757580,54842,0.77,215,295,7,Before
2018-01-23,2018,1,Asia,Domestic,Passenger,2148667,1546666,54315,0.8,215,307,20,Before
2018-01-24,2018,1,Europe,International,Cargo,2271044,1643336,60458,0.84,190,309,11,Before
2018-01-25,2018,1,Europe,Domestic,Passenger,2333674,1568504,49267,0.87,234,290,11,Before
2018-01-26,2018,1,Asia,Domestic,Passenger,2240020,1756764,54274,0.94,197,292,24,Before
2018-01-27,2018,1,North America,Domestic,Passenger,2331674,1633997,54980,0.84,219,285,20,Before
2018-01-28,2018,1,Europe,International,Cargo,1959336,1287399,59336,0.88,197,282,19,Before
2018-01-29,2018,1,North America,Domestic,Passenger,2053994,1413362,66129,0.95,186,301,8,Before
2018-01-30,2018,1,Europe,International,Passenger,2553432,1690239,53871,0.76,160,241,5,Before
2018-01-31,2018,1,Europe,International,Cargo,2291024,1636997,58215,0.93,188,274,9,Before
2018-02-01,2018,2,North America,Domestic,Passenger,2194371,1472587,58494,0.87,200,250,5,Before
2018-02-02,2018,2,North America,Domestic,Cargo,2418036,1600012,61774,0.77,175,279,21,Before
2018-02-03,2018,2,Asia,Domestic,Passenger,1866100,1391938,56953,0.78,166,269,14,Before
2018-02-04,2018,2,North America,International,Cargo,2513308,1645417,54618,0.94,161,285,21,Before
2018-02-05,2018,2,Europe,International,Passenger,2335624,1560169,59728,0.81,192,289,24,Before
2018-02-06,2018,2,Europe,Domestic,Passenger,2482681,1701754,64111,0.77,229,322,19,Before
2018-02-07,2018,2,Asia,Domestic,Passenger,2073491,1363252,54577,0.8,209,321,17,Before
2018-02-08,2018,2,Europe,International,Passenger,2883197,1989884,46046,0.84,237,274,20,Before
2018-02-09,2018,2,Asia,Domestic,Cargo,2319038,1696768,55031,0.78,207,293,23,Before
2018-02-10,2018,2,Asia,Domestic,Cargo,1859157,1346005,56194,0.87,222,308,5,Before
2018-02-11,2018,2,Europe,International,Passenger,1832937,1353296,61420,0.77,175,274,15,Before
2018-02-12,2018,2,North America,Domestic,Cargo,2097035,1392873,63984,0.95,188,246,22,Before
2018-02-13,2018,2,Europe,International,Passenger,2646408,2042740,60048,0.78,218,250,20,Before
2018-02-14,2018,2,Asia,International,Cargo,2851400,2072897,58690,0.85,189,275,16,Before
2018-02-15,2018,2,Europe,International,Passenger,2369470,1648501,46946,0.89,191,295,11,Before
2018-02-16,2018,2,Europe,International,Cargo,2054240,1536510,56804,0.78,225,331,21,Before
2018-02-17,2018,2,Asia,International,Passenger,2387613,1629352,61229,0.79,225,274,16,Before
2018-02-18,2018,2,Asia,Domestic,Passenger,2266274,1729261,65502,0.94,211,289,5,Before
2018-02-19,2018,2,Asia,International,Passenger,2234190,1751362,60347,0.84,199,320,13,Before
2018-02-20,2018,2,Asia,International,Passenger,2041821,1405925,55588,0.85,214,275,19,Before
2018-02-21,2018,2,North America,Domestic,Cargo,2410192,1788664,63033,0.82,200,301,18,Before
2018-02-22,2018,2,North America,Domestic,Cargo,2289606,1606032,63300,0.78,196,222,18,Before
2018-02-23,2018,2,North America,International,Passenger,2405822,1625226,61980,0.8,209,253,17,Before
2018-02-24,2018,2,North America,Domestic,Cargo,2297048,1667547,60730,0.94,217,266,5,Before
2018-02-25,2018,2,Asia,International,Cargo,2454477,1903543,58833,0.95,223,288,5,Before
2018-02-26,2018,2,Europe,International,Passenger,2340583,1718110,46429,0.9,224,248,24,Before
2018-02-27,2018,2,Europe,International,Passenger,2055824,1362389,61857,0.77,200,249,5,Before
2018-02-28,2018,2,Europe,Domestic,Passenger,2457433,1881822,56097,0.83,168,275,11,Before
2018-03-01,2018,3,Europe,International,Passenger,2353953,1706821,53390,0.92,166,284,8,Before
2018-03-02,2018,3,Asia,Domestic,Cargo,2593615,1971998,58629,0.88,206,268,5,Before
2018-03-03,2018,3,Asia,International,Cargo,2298262,1680822,56108,0.78,205,255,16,Before
2018-03-04,2018,3,Asia,International,Passenger,2120311,1378610,66116,0.77,239,287,15,Before
2018-03-05,2018,3,Europe,Domestic,Passenger,2102834,1664602,68570,0.76,202,282,12,Before
2018-03-06,2018,3,Asia,International,Passenger,2140431,1447800,63394,0.91,211,274,12,Before
2018-03-07,2018,3,Asia,International,Passenger,2097183,1461688,54845,0.79,195,296,11,Before
2018-03-08,2018,3,North America,International,Cargo,2539897,1866518,57056,0.78,202,319,20,Before
2018-03-09,2018,3,North America,Domestic,Cargo,2369890,1714119,59996,0.87,193,282,22,Before
2018-03-10,2018,3,North America,Domestic,Passenger,2509014,1997557,58683,0.76,176,268,22,Before
2018-03-11,2018,3,Asia,International,Cargo,2716020,2082782,57120,0.75,203,298,21,Before
2018-03-12,2018,3,Asia,Domestic,Passenger,2300961,1744572,57621,0.78,209,294,12,Before
2018-03-13,2018,3,North America,Domestic,Cargo,2050997,1530905,53694,0.89,192,297,9,Before
2018-03-14,2018,3,North America,Domestic,Cargo,2469881,1799085,58108,0.81,205,277,17,Before
2018-03-15,2018,3,Asia,International,Passenger,2648206,1919648,59901,0.8,208,257,7,Before
2018-03-16,2018,3,North America,Domestic,Cargo,2191126,1714272,60142,0.87,197,258,12,Before
2018-03-17,2018,3,Europe,International,Cargo,2500836,1663050,52963,0.76,236,291,17,Before
2018-03-18,2018,3,Asia,Domestic,Cargo,2365051,1835558,65895,0.76,174,266,11,Before
2018-03-19,2018,3,Asia,Domestic,Passenger,2372850,1739557,57798,0.94,196,262,14,Before
2018-03-20,2018,3,Asia,International,Cargo,2006304,1567306,52315,0.86,235,282,23,Before
2018-03-21,2018,3,Europe,International,Cargo,2154957,1661210,59960,0.95,181,238,12,Before
2018-03-22,2018,3,North America,International,Cargo,2129222,1603767,60266,0.78,169,270,24,Before
2018-03-23,2018,3,Europe,Domestic,Passenger,2560469,1669886,68377,0.77,213,282,18,Before
2018-03-24,2018,3,North America,International,Cargo,2423403,1810778,60186,0.82,222,278,11,Before
2018-03-25,2018,3,North America,International,Passenger,2325692,1692482,58108,0.84,157,277,20,Before
2018-03-26,2018,3,North America,Domestic,Passenger,2025725,1606797,54637,0.87,180,291,17,Before
2018-03-27,2018,3,Asia,International,Passenger,2464918,1697201,60242,0.75,196,261,5,Before
2018-03-28,2018,3,Asia,International,Cargo,1932118,1366339,62450,0.83,192,314,9,Before
2018-03-29,2018,3,Asia,Domestic,Passenger,1913522,1360097,52037,0.78,241,287,16,Before
2018-03-30,2018,3,North America,International,Cargo,2298842,1636022,64192,0.8,187,287,7,Before
2018-03-31,2018,3,North America,International,Cargo,2315389,1546145,64392,0.75,221,258,19,Before
2018-04-01,2018,4,Asia,Domestic,Passenger,1960801,1342564,50083,0.78,170,300,19,Before
2018-04-02,2018,4,Europe,International,Cargo,2594277,1977808,60472,0.82,219,285,16,Before
2018-04-03,2018,4,Europe,International,Passenger,2751947,2155249,48692,0.77,189,291,22,Before
2018-04-04,2018,4,Europe,Domestic,Passenger,2102815,1525666,56448,0.91,190,222,15,Before
2018-04-05,2018,4,North America,International,Passenger,2023174,1438869,49146,0.81,214,295,11,Before
2018-04-06,2018,4,North America,Domestic,Passenger,2378240,1686686,56182,0.85,195,299,16,Before
2018-04-07,2018,4,Asia,Domestic,Passenger,2168809,1446735,59802,0.83,226,298,7,Before
2018-04-08,2018,4,Asia,Domestic,Passenger,2451790,1911228,55768,0.9,207,271,24,Before
2018-04-09,2018,4,Asia,Domestic,Cargo,2074902,1386622,53799,0.85,163,301,9,Before
2018-04-10,2018,4,Asia,International,Cargo,2086786,1401831,60967,0.93,212,302,20,Before
2018-04-11,2018,4,Asia,Domestic,Cargo,2199922,1724884,58698,0.86,219,289,6,Before
2018-04-12,2018,4,Europe,International,Passenger,2010417,1602876,60802,0.93,217,312,15,Before
2018-04-13,2018,4,Europe,Domestic,Passenger,2279821,1488356,56266,0.76,195,293,23,Before
2018-04-14,2018,4,North America,Domestic,Cargo,2486210,1845572,54870,0.9,162,269,13,Before
2018-04-15,2018,4,North America,Domestic,Passenger,2606072,2021773,56856,0.88,184,261,14,Before
2018-04-16,2018,4,Europe,Domestic,Cargo,2145889,1541390,54600,0.93,206,268,6,Before
2018-04-17,2018,4,Asia,Domestic,Passenger,2345212,1652339,61889,0.9,217,258,14,Before
2018-04-18,2018,4,North America,International,Cargo,2254497,1641992,63551,0.83,218,267,6,Before
2018-04-19,2018,4,North America,International,Cargo,2162978,1597085,51995,0.84,183,293,14,Before
2018-04-20,2018,4,North America,Domestic,Cargo,2008360,1544598,65094,0.92,208,290,24,Before
2018-04-21,2018,4,Europe,International,Passenger,2233591,1485590,67037,0.89,219,292,19,Before
2018-04-22,2018,4,Asia,International,Cargo,2296915,1683120,50081,0.88,199,273,5,Before
2018-04-23,2018,4,North America,International,Cargo,2215669,1677960,56173,0.76,175,261,21,Before
2018-04-24,2018,4,Asia,International,Passenger,2567205,1953181,54916,0.93,229,229,6,Before
2018-04-25,2018,4,Europe,International,Cargo,2190134,1499259,51366,0.86,192,263,10,Before
2018-04-26,2018,4,Europe,Domestic,Cargo,2731562,2109951,50807,0.95,189,277,7,Before
2018-04-27,2018,4,Asia,International,Passenger,2051875,1526592,56402,0.89,205,272,8,Before
2018-04-28,2018,4,North America,International,Cargo,2558610,1783131,53805,0.92,226,288,14,Before
2018-04-29,2018,4,Asia,Domestic,Cargo,2246864,1722795,60521,0.87,198,286,15,Before
2018-04-30,2018,4,Asia,International,Passenger,2328963,1614395,60666,0.77,219,307,9,Before
2018-05-01,2018,5,Europe,Domestic,Passenger,2273380,1563716,60740,0.86,211,262,10,Before
2018-05-02,2018,5,Europe,Domestic,Cargo,2276779,1644156,52917,0.83,190,277,8,Before
2018-05-03,2018,5,Europe,Domestic,Passenger,2423467,1867000,55501,0.85,219,252,23,Before
2018-05-04,2018,5,North America,International,Passenger,2232060,1764262,55022,0.85,218,273,10,Before
2018-05-05,2018,5,Europe,Domestic,Cargo,2216045,1545697,51774,0.89,212,246,21,Before
2018-05-06,2018,5,Europe,Domestic,Passenger,2601835,1861052,55562,0.94,221,278,15,Before
2018-05-07,2018,5,Asia,International,Cargo,2327514,1645364,56426,0.85,163,292,24,Before
2018-05-08,2018,5,North America,International,Passenger,2271194,1509532,59473,0.93,213,239,16,Before
2018-05-09,2018,5,Asia,Domestic,Passenger,2460628,1674331,70492,0.84,208,306,14,Before
2018-05-10,2018,5,Europe,International,Cargo,2414511,1814749,54095,0.75,165,261,9,Before
2018-05-11,2018,5,Asia,Domestic,Passenger,2479669,1908527,58877,0.93,174,315,9,Before
2018-05-12,2018,5,North America,International,Passenger,2573716,1705961,60457,0.79,175,308,20,Before
2018-05-13,2018,5,North America,Domestic,Cargo,2167682,1431638,56469,0.87,233,282,20,Before
2018-05-14,2018,5,Asia,Domestic,Passenger,2083556,1424869,60005,0.76,216,292,23,Before
2018-05-15,2018,5,Asia,Domestic,Cargo,2376898,1864983,61329,0.84,228,273,23,Before
2018-05-16,2018,5,North America,Domestic,Cargo,2394347,1787771,63392,0.76,209,291,9,Before
2018-05-17,2018,5,Europe,International,Cargo,2214215,1551416,55540,0.83,134,303,13,Before
2018-05-18,2018,5,Europe,Domestic,Cargo,2009221,1396008,65832,0.92,212,288,22,Before
2018-05-19,2018,5,Asia,Domestic,Cargo,2431369,1839944,47838,0.79,224,300,24,Before
2018-05-20,2018,5,Asia,Domestic,Cargo,2264509,1514972,51721,0.86,168,265,8,Before
2018-05-21,2018,5,North America,International,Passenger,2436475,1786358,60581,0.79,210,279,15,Before
2018-05-22,2018,5,Asia,International,Cargo,2424076,1878951,57641,0.85,212,290,20,Before
2018-05-23,2018,5,Asia,Domestic,Passenger,2754633,2203585,46462,0.92,229,298,23,Before
2018-05-24,2018,5,North America,International,Passenger,2143997,1443874,59345,0.84,229,267,10,Before
2018-05-25,2018,5,Europe,International,Cargo,2219140,1634008,54960,0.83,174,281,7,Before
2018-05-26,2018,5,Asia,International,Passenger,2308069,1837982,49491,0.82,183,283,23,Before
2018-05-27,2018,5,North America,International,Cargo,2456348,1813913,62812,0.84,215,279,11,Before
2018-05-28,2018,5,North America,International,Cargo,2032255,1322099,56873,0.8,152,283,17,Before
2018-05-29,2018,5,Asia,International,Passenger,2466813,1956889,61826,0.93,181,269,5,Before
2018-05-30,2018,5,Asia,International,Passenger,2770698,2178269,55681,0.83,185,297,13,Before
2018-05-31,2018,5,North America,International,Cargo,2264797,1671772,56304,0.76,193,248,9,Before
2018-06-01,2018,6,Asia,Domestic,Cargo,2450247,1808658,59492,0.8,183,261,24,Before
2018-06-02,2018,6,North America,Domestic,Passenger,2914342,1956227,57571,0.88,209,277,19,Before
2018-06-03,2018,6,North America,Domestic,Passenger,2728559,2102440,60423,0.95,191,248,12,Before
2018-06-04,2018,6,Asia,International,Passenger,2640002,1891666,53379,0.78,207,294,19,Before
2018-06-05,2018,6,Europe,Domestic,Passenger,2812752,2221568,57576,0.89,194,283,5,Before
2018-06-06,2018,6,North America,International,Cargo,2879362,1929908,55550,0.84,174,284,9,Before
2018-06-07,2018,6,Asia,International,Passenger,2561644,2038644,53168,0.78,215,283,13,Before
2018-06-08,2018,6,North America,Domestic,Cargo,3010849,1978908,57239,0.78,189,228,21,Before
2018-06-09,2018,6,Asia,Domestic,Passenger,2340044,1576053,51001,0.84,191,280,7,Before
2018-06-10,2018,6,Asia,International,Passenger,2998508,2358126,65143,0.75,228,285,13,Before
2018-06-11,2018,6,Asia,International,Passenger,2954688,2282625,64178,0.78,205,301,14,Before
2018-06-12,2018,6,Europe,International,Cargo,2871580,1916284,59916,0.94,197,287,8,Before
2018-06-13,2018,6,North America,Domestic,Cargo,2788037,1961365,58789,0.81,216,255,21,Before
2018-06-14,2018,6,Asia,Domestic,Passenger,2990130,2074884,61244,0.77,160,277,24,Before
2018-06-15,2018,6,North America,International,Cargo,2583737,2013143,53389,0.76,180,290,13,Before
2018-06-16,2018,6,North America,International,Cargo,2962846,2319174,54168,0.79,161,232,9,Before
2018-06-17,2018,6,North America,Domestic,Passenger,2402359,1613796,59900,0.9,233,301,6,Before
2018-06-18,2018,6,Asia,Domestic,Passenger,2747395,1951767,55020,0.75,233,279,17,Before
2018-06-19,2018,6,North America,International,Cargo,2564624,1913306,62110,0.93,216,276,14,Before
2018-06-20,2018,6,Europe,International,Passenger,3024386,1975106,58043,0.87,213,271,5,Before
2018-06-21,2018,6,Asia,International,Passenger,2863439,2094268,56691,0.95,204,306,11,Before
2018-06-22,2018,6,Europe,Domestic,Passenger,2723551,1924995,62123,0.83,242,316,23,Before
2018-06-23,2018,6,Europe,International,Passenger,2813983,2001194,61614,0.88,179,279,21,Before
2018-06-24,2018,6,Asia,International,Cargo,2779906,2212991,61120,0.75,209,259,8,Before
2018-06-25,2018,6,Europe,Domestic,Cargo,2797604,2047525,50374,0.76,199,254,22,Before
2018-06-26,2018,6,North America,International,Passenger,2687009,1990892,60307,0.82,165,295,23,Before
2018-06-27,2018,6,Asia,International,Passenger,3158214,2177812,53745,0.75,248,288,9,Before
2018-06-28,2018,6,Asia,International,Cargo,3289985,2596407,53032,0.92,177,264,7,Before
2018-06-29,2018,6,North America,Domestic,Passenger,2864188,1953936,62187,0.88,236,281,16,Before
2018-06-30,2018,6,North America,Domestic,Cargo,3015185,2288527,63260,0.94,208,302,20,Before
2018-07-01,2018,7,Europe,International,Passenger,2894203,1990663,54332,0.84,203,279,21,Before
2018-07-02,2018,7,North America,Domestic,Cargo,2446329,1648943,55064,0.81,215,262,6,Before
2018-07-03,2018,7,North America,International,Cargo,2830139,1923001,53805,0.8,191,290,16,Before
2018-07-04,2018,7,Asia,Domestic,Cargo,2839196,2228189,68211,0.78,211,291,20,Before
2018-07-05,2018,7,North America,International,Passenger,2678357,1846692,54448,0.86,211,277,17,Before
2018-07-06,2018,7,Europe,Domestic,Passenger,2968839,2086163,54232,0.91,181,270,20,Before
2018-07-07,2018,7,Asia,International,Passenger,3134185,2078484,57842,0.88,208,265,23,Before
2018-07-08,2018,7,Europe,International,Passenger,2538304,1940910,57705,0.85,181,271,24,Before
2018-07-09,2018,7,Europe,International,Passenger,2541168,1905855,58386,0.87,170,297,18,Before
2018-07-10,2018,7,North America,Domestic,Cargo,2700532,1851273,48395,0.88,185,288,24,Before
2018-07-11,2018,7,Asia,International,Passenger,3027732,2232992,58610,0.76,213,302,20,Before
2018-07-12,2018,7,North America,International,Cargo,2660272,1848469,63933,0.86,196,275,17,Before
2018-07-13,2018,7,Europe,International,Passenger,2681457,1954344,58891,0.85,202,279,14,Before
2018-07-14,2018,7,Asia,Domestic,Cargo,2762005,1894224,53251,0.92,211,290,9,Before
2018-07-15,2018,7,Europe,Domestic,Passenger,2739192,2064740,51011,0.88,181,294,15,Before
2018-07-16,2018,7,North America,Domestic,Passenger,2549927,1960933,59017,0.93,208,271,22,Before
2018-07-17,2018,7,Europe,Domestic,Passenger,2803014,1971728,62241,0.75,197,266,17,Before
2018-07-18,2018,7,Europe,International,Passenger,2782978,1812985,59993,0.78,215,244,8,Before
2018-07-19,2018,7,North America,International,Passenger,2885469,2252916,47007,0.89,173,273,16,Before
2018-07-20,2018,7,Europe,International,Cargo,2776980,2019175,53730,0.92,240,247,18,Before
2018-07-21,2018,7,North America,Domestic,Passenger,3011476,2028605,59997,0.87,176,286,20,Before
2018-07-22,2018,7,North America,International,Passenger,2884183,2138381,53088,0.88,168,261,15,Before
2018-07-23,2018,7,North America,Domestic,Cargo,2744111,2139282,60177,0.91,167,291,19,Before
2018-07-24,2018,7,Asia,International,Passenger,2497668,1751196,59552,0.91,210,257,6,Before
2018-07-25,2018,7,Europe,Domestic,Passenger,2916229,2128089,60995,0.79,229,236,15,Before
2018-07-26,2018,7,North America,Domestic,Passenger,2487072,1679357,54646,0.89,227,301,8,Before
2018-07-27,2018,7,North America,Domestic,Passenger,3042141,2229932,64981,0.75,181,309,12,Before
2018-07-28,2018,7,Europe,Domestic,Passenger,3207584,2412012,54923,0.86,184,284,16,Before
2018-07-29,2018,7,North America,International,Passenger,2665206,1748865,58412,0.8,216,288,17,Before
2018-07-30,2018,7,North America,International,Passenger,2556527,1707128,56358,0.9,198,295,10,Before
2018-07-31,2018,7,North America,Domestic,Passenger,2813546,2089121,56880,0.87,220,257,23,Before
2018-08-01,2018,8,Asia,International,Passenger,2595861,2027071,58395,0.85,190,303,23,Before
2018-08-02,2018,8,North America,Domestic,Cargo,2592526,1903050,53910,0.75,151,289,20,Before
2018-08-03,2018,8,Europe,Domestic,Cargo,2691014,1876831,56110,0.95,194,246,21,Before
2018-08-04,2018,8,Europe,International,Passenger,2900014,2109790,58456,0.91,188,281,7,Before
2018-08-05,2018,8,Asia,Domestic,Passenger,2888129,2185358,57161,0.81,212,282,18,Before
2018-08-06,2018,8,Asia,International,Cargo,2845686,2005343,57197,0.92,202,245,20,Before
2018-08-07,2018,8,Europe,Domestic,Cargo,2886493,2102777,61942,0.76,203,287,15,Before
2018-08-08,2018,8,North America,International,Passenger,2628493,1763021,63808,0.83,176,319,10,Before
2018-08-09,2018,8,North America,International,Cargo,2808808,2193161,67484,0.81,223,242,22,Before
2018-08-10,2018,8,Asia,International,Passenger,2701073,1814328,54378,0.91,214,261,7,Before
2018-08-11,2018,8,North America,International,Passenger,2988009,2122441,68107,0.88,167,286,22,Before
2018-08-12,2018,8,Asia,Domestic,Cargo,2874031,2047367,57478,0.87,202,281,21,Before
2018-08-13,2018,8,North America,International,Passenger,2556745,1886902,62110,0.91,229,277,21,Before
2018-08-14,2018,8,Europe,International,Cargo,2786800,2118213,60818,0.83,177,245,22,Before
2018-08-15,2018,8,Europe,Domestic,Passenger,2880744,2226087,52334,0.88,221,253,6,Before
2018-08-16,2018,8,North America,Domestic,Passenger,2851962,1900074,50241,0.94,177,266,19,Before
2018-08-17,2018,8,North America,International,Passenger,2362700,1582560,60426,0.8,190,278,7,Before
2018-08-18,2018,8,North America,Domestic,Cargo,2659853,2047266,54526,0.86,199,278,15,Before
2018-08-19,2018,8,Europe,International,Passenger,2690421,2149019,67928,0.8,197,305,13,Before
2018-08-20,2018,8,Europe,International,Passenger,2927833,2318388,67098,0.84,188,329,24,Before
2018-08-21,2018,8,North America,Domestic,Cargo,3180726,2445297,58059,0.87,197,266,7,Before
2018-08-22,2018,8,Europe,International,Passenger,2958586,2041296,70130,0.93,196,294,15,Before
2018-08-23,2018,8,Asia,Domestic,Passenger,2573059,2030632,57663,0.84,184,307,10,Before
2018-08-24,2018,8,Asia,International,Cargo,2737949,1785748,52971,0.92,177,280,10,Before
2018-08-25,2018,8,Europe,Domestic,Cargo,2663632,1944871,53954,0.92,231,265,18,Before
2018-08-26,2018,8,North America,Domestic,Cargo,2554531,1725224,54155,0.9,197,258,19,Before
